venta_id,fecha,ciudad,sucursal,categoria,producto,proveedor,vendedor,cantidad,precio_unitario,descuento_pct,precio_final,total_venta,metodo_pago,devolucion,costo_unitario,margen_pct
V03520,2024-02-27,Tecate,Tecate-Centro,Hogar,Utensilios,Logística Frontera,Vendedor_07,17,7742.27,15,6580.93,111875.81,Efectivo,No,5011.99,31.6
V03521,2024-02-07,Ensenada,Ensenada-Centro,Farmacia,Vitaminas,Surtimax,Vendedor_07,19,7246.24,25,5434.68,103258.92,Efectivo,Defecto de fábrica,3503.86,31.8
V03522,2024-11-05,Ensenada,Ensenada-Maneadero,Farmacia,Termómetros,Surtimax,Vendedor_18,18,2428.57,0,2428.57,43714.26,Transferencia,No,1349.96,27.8
V03523,2024-02-05,Rosarito,Rosarito-Principal,Farmacia,Higiene,Importaciones Mex,Vendedor_15,8,3355.3,0,3355.3,26842.4,Tarjeta Débito,No,1601.48,35.8
V03524,2024-12-01,San Quintín,San Quintín-Central,Alimentos,Panadería,Mayoreo TJ,Vendedor_07,9,917.45,5,871.58,7844.22,Tarjeta Débito,No,598.84,42.7
V03525,2024-04-14,Tijuana,Tijuana-Otay,Alimentos,Conservas,Mayoreo TJ,Vendedor_26,3,2588.08,25,1941.06,5823.18,Transferencia,No,1339.33,23.3
V03526,2024-05-17,Tijuana,Tijuana-Playas,Ferretería,Tornillería,Proveedor Norte SA,Vendedor_05,7,4138.88,20,3311.1,23177.7,Tarjeta Débito,No,1965.59,25.3
V03527,2025-05-11,Tijuana,Tijuana-Otay,Ferretería,Pinturas,Importaciones Mex,Vendedor_27,1,403.55,20,322.84,322.84,Tarjeta Crédito,No,209.22,23.3
V03528,2024-09-08,San Quintín,San Quintín-Central,Electrónica,Celulares,Abastos del Pacífico,Vendedor_09,7,5213.94,20,4171.15,29198.05,Efectivo,No,3272.2,40.5
V03529,2024-03-31,Rosarito,Rosarito-Principal,Electrónica,Celulares,Importaciones Mex,Vendedor_12,12,2679.65,0,2679.65,32155.8,Efectivo,Cambio de opinión,1523.95,41.0
V03530,2025-01-07,San Quintín,San Quintín-Central,Ferretería,Adhesivos,Abastos del Pacífico,Vendedor_02,18,396.28,10,356.65,6419.7,Tarjeta Débito,No cumplió expectativas,259.76,54.7
V03531,2024-02-06,Ensenada,Ensenada-Maneadero,Farmacia,Termómetros,Surtimax,Vendedor_26,9,1272.43,0,1272.43,11451.87,Tarjeta Débito,No,587.05,31.2
V03532,2024-05-18,Tijuana,Tijuana-Garita,Ropa,Camisas,Surtimax,Vendedor_28,17,83.93,15,71.34,1212.78,Tarjeta Débito,No,41.89,17.1
V03533,2024-12-08,Tecate,Tecate-Centro,Alimentos,Cereales,Surtimax,Vendedor_13,8,4521.15,5,4295.09,34360.72,Tarjeta Débito,No,2609.97,38.6
V03534,2025-02-02,Tijuana,Tijuana-Zona Río,Ropa,Chamarras,Proveedor Norte SA,Vendedor_02,10,7069.53,25,5302.15,53021.5,Tarjeta Crédito,No,4447.74,34.5
V03535,2025-02-01,Mexicali,Mexicali-Centro,Ferretería,Herramientas,Logística Frontera,Vendedor_01,13,3713.75,0,3713.75,48278.75,Tarjeta Crédito,Defecto de fábrica,1905.03,50.4
V03536,2025-02-26,Ensenada,Ensenada-Centro,Electrónica,Cámaras,Surtimax,Vendedor_26,11,6468.07,0,6468.07,71148.77,Tarjeta Crédito,No,3744.73,45.6
V03537,2025-05-23,San Quintín,San Quintín-Central,Farmacia,Anteojos,Mayoreo TJ,Vendedor_07,19,2618.44,20,2094.75,39800.25,Tarjeta Débito,No cumplió expectativas,1367.79,16.7
V03538,2024-04-17,Mexicali,Mexicali-Centro,Electrónica,Cables,Abastos del Pacífico,Vendedor_28,19,1950.67,0,1950.67,37062.73,Vale Despensa,Defecto de fábrica,1106.68,48.8
V03539,2024-11-04,San Quintín,San Quintín-Central,Hogar,Cojines,Proveedor Norte SA,Vendedor_27,3,2752.06,0,2752.06,8256.18,Tarjeta Débito,No cumplió expectativas,1615.18,19.4
V03540,2024-01-03,Mexicali,Mexicali-Centro,Ropa,Calcetines,Logística Frontera,Vendedor_30,9,5450.64,0,5450.64,49055.76,Tarjeta Crédito,No cumplió expectativas,2858.79,20.8
V03541,2024-05-14,San Quintín,San Quintín-Central,Ropa,Chamarras,Proveedor Norte SA,Vendedor_01,8,1956.87,0,1956.87,15654.96,Efectivo,Defecto de fábrica,973.88,32.9
V03542,2024-03-03,Rosarito,Rosarito-Principal,Ferretería,Tornillería,Comercial Baja,Vendedor_19,11,2154.82,5,2047.08,22517.88,Efectivo,No,1354.38,24.3
V03543,2025-02-24,Mexicali,Mexicali-Centro,Ferretería,Adhesivos,Logística Frontera,Vendedor_29,16,7786.76,0,7786.76,124588.16,Vale Despensa,No cumplió expectativas,4038.99,44.4
V03544,2025-01-19,Tecate,Tecate-Centro,Electrónica,Cámaras,Logística Frontera,Vendedor_01,7,3694.06,15,3139.95,21979.65,Vale Despensa,Talla incorrecta,1837.07,40.7
V03545,2024-02-26,Tijuana,Tijuana-Zona Río,Electrónica,Cables,Comercial Baja,Vendedor_07,13,2005.57,5,1905.29,24768.77,Efectivo,No cumplió expectativas,1264.17,28.4
V03546,2024-07-10,Tecate,Tecate-Centro,Hogar,Lámparas,Mayoreo TJ,Vendedor_10,14,3944.57,5,3747.34,52462.76,Tarjeta Crédito,No,2575.46,41.7
V03547,2024-07-05,Rosarito,Rosarito-Principal,Farmacia,Termómetros,Importaciones Mex,Vendedor_17,18,6926.41,5,6580.09,118441.62,Tarjeta Débito,Cambio de opinión,3227.76,32.3
V03548,2024-03-25,Rosarito,Rosarito-Principal,Ropa,Vestidos,Surtimax,Vendedor_06,7,7933.3,5,7536.64,52756.48,Tarjeta Débito,Duplicado,4001.3,39.1
V03549,2024-04-08,Tijuana,Tijuana-La Mesa,Ropa,Gorras,Logística Frontera,Vendedor_03,2,5468.99,10,4922.09,9844.18,Tarjeta Débito,Cambio de opinión,2886.94,52.0
V03550,2024-01-27,Mexicali,Mexicali-Nueva,Ropa,Chamarras,Importaciones Mex,Vendedor_19,15,6497.23,20,5197.78,77966.7,Tarjeta Débito,No,4393.84,42.9
V03551,2025-04-15,Ensenada,Ensenada-Centro,Alimentos,Cereales,Distribuidora BC,Vendedor_12,7,7275.58,5,6911.8,48382.6,Tarjeta Débito,Cambio de opinión,4836.57,37.1
V03552,2024-03-22,San Quintín,San Quintín-Central,Ropa,Gorras,Proveedor Norte SA,Vendedor_11,20,4092.29,15,3478.45,69569.0,Tarjeta Débito,No,2621.57,38.2
V03553,2024-07-08,San Quintín,San Quintín-Central,Alimentos,Condimentos,Comercial Baja,Vendedor_05,2,2923.2,15,2484.72,4969.44,Tarjeta Débito,No,1448.38,42.9
V03554,2025-03-22,Mexicali,Mexicali-Centro,Electrónica,Cámaras,Logística Frontera,Vendedor_17,3,85.6,20,68.48,205.44,Tarjeta Crédito,No,46.95,33.3
V03555,2025-01-24,Tecate,Tecate-Centro,Ropa,Pantalones,Proveedor Norte SA,Vendedor_18,12,2187.57,5,2078.19,24938.28,Transferencia,No,1296.89,41.6
V03556,2025-01-12,Mexicali,Mexicali-Baja,Farmacia,Medicamentos,Distribuidora BC,Vendedor_26,5,5982.92,15,5085.48,25427.4,Efectivo,Cambio de opinión,3808.12,17.5
V03557,2024-05-26,Ensenada,Ensenada-Maneadero,Farmacia,Anteojos,Abastos del Pacífico,Vendedor_15,3,1464.62,10,1318.16,3954.48,Transferencia,No,987.28,35.3
V03558,2024-02-06,San Quintín,San Quintín-Central,Electrónica,Cargadores,Importaciones Mex,Vendedor_14,16,4568.97,10,4112.07,65793.12,Tarjeta Crédito,Duplicado,2250.82,26.6
V03559,2024-08-18,Ensenada,Ensenada-Centro,Farmacia,Higiene,Abastos del Pacífico,Vendedor_21,9,236.52,15,201.04,1809.36,Efectivo,No cumplió expectativas,123.87,23.8
V03560,2024-05-02,Tijuana,Tijuana-Otay,Hogar,Lámparas,Distribuidora BC,Vendedor_11,7,2794.58,10,2515.12,17605.84,Transferencia,Defecto de fábrica,1630.29,41.0
V03561,2024-06-16,Tijuana,Tijuana-Zona Río,Farmacia,Bebés,Mayoreo TJ,Vendedor_24,6,1964.12,0,1964.12,11784.72,Transferencia,No,1019.2,32.8
V03562,2024-10-15,Tecate,Tecate-Centro,Electrónica,Cables,Abastos del Pacífico,Vendedor_21,10,3534.62,20,2827.7,28277.0,Tarjeta Débito,No cumplió expectativas,1623.29,54.3
V03563,2024-04-21,San Quintín,San Quintín-Central,Hogar,Lámparas,Logística Frontera,Vendedor_27,2,5889.6,0,5889.6,11779.2,Tarjeta Crédito,No cumplió expectativas,3421.43,15.4
V03564,2024-01-21,Tecate,Tecate-Centro,Ropa,Pantalones,Logística Frontera,Vendedor_09,10,944.14,25,708.11,7081.1,Vale Despensa,Defecto de fábrica,441.29,17.2
V03565,2024-06-26,San Quintín,San Quintín-Central,Hogar,Cobijas,Logística Frontera,Vendedor_19,10,5604.12,0,5604.12,56041.2,Vale Despensa,Defecto de fábrica,2813.27,43.5
V03566,2025-04-14,Tecate,Tecate-Centro,Electrónica,Audífonos,Logística Frontera,Vendedor_22,2,730.51,0,730.51,1461.02,Tarjeta Débito,Defecto de fábrica,342.43,47.0
V03567,2024-11-20,Ensenada,Ensenada-Centro,Ropa,Pantalones,Abastos del Pacífico,Vendedor_14,18,2947.24,25,2210.43,39787.74,Efectivo,Defecto de fábrica,1894.17,32.8
V03568,2024-03-14,Ensenada,Ensenada-Centro,Alimentos,Bebidas,Abastos del Pacífico,Vendedor_01,12,2155.79,5,2048.0,24576.0,Vale Despensa,No,1159.37,25.6
V03569,2024-08-23,Mexicali,Mexicali-Baja,Hogar,Muebles,Abastos del Pacífico,Vendedor_04,11,5498.13,0,5498.13,60479.43,Efectivo,No,3800.05,19.9
V03570,2025-01-13,Tijuana,Tijuana-La Mesa,Ropa,Gorras,Importaciones Mex,Vendedor_09,7,6776.25,10,6098.62,42690.34,Efectivo,No,3109.89,19.2
V03571,2024-11-21,Tecate,Tecate-Centro,Electrónica,Audífonos,Importaciones Mex,Vendedor_04,6,7632.53,25,5724.4,34346.4,Efectivo,No,4382.56,35.0
V03572,2024-11-09,Tijuana,Tijuana-Otay,Ropa,Camisas,Mayoreo TJ,Vendedor_10,2,3537.76,15,3007.1,6014.2,Efectivo,No,2077.37,32.5
V03573,2025-02-21,Tijuana,Tijuana-Zona Río,Hogar,Cobijas,Distribuidora BC,Vendedor_22,8,2574.93,5,2446.18,19569.44,Efectivo,Defecto de fábrica,1752.73,38.3
V03574,2024-01-27,San Quintín,San Quintín-Central,Electrónica,Laptops,Distribuidora BC,Vendedor_06,2,7554.15,10,6798.73,13597.46,Vale Despensa,No,4252.36,43.3
V03575,2024-03-19,Rosarito,Rosarito-Principal,Farmacia,Higiene,Logística Frontera,Vendedor_20,10,4154.97,25,3116.23,31162.3,Tarjeta Débito,No,2701.27,25.6
V03576,2025-03-12,Mexicali,Mexicali-Baja,Farmacia,Bebés,Mayoreo TJ,Vendedor_16,13,6575.59,0,6575.59,85482.67,Tarjeta Débito,Cambio de opinión,3834.47,43.4
V03577,2024-12-08,San Quintín,San Quintín-Central,Hogar,Utensilios,Mayoreo TJ,Vendedor_19,2,4412.2,0,4412.2,8824.4,Tarjeta Débito,Talla incorrecta,2756.34,33.7
V03578,2024-08-27,Ensenada,Ensenada-Centro,Electrónica,Cables,Comercial Baja,Vendedor_15,20,3967.04,25,2975.28,59505.6,Vale Despensa,No,1851.27,34.7
V03579,2024-03-26,Rosarito,Rosarito-Principal,Alimentos,Snacks,Importaciones Mex,Vendedor_24,12,4051.37,5,3848.8,46185.6,Efectivo,Duplicado,2829.24,33.2
V03580,2024-03-26,Mexicali,Mexicali-Centro,Ferretería,Tornillería,Mayoreo TJ,Vendedor_01,13,5391.08,20,4312.86,56067.18,Efectivo,No,3027.38,54.0
V03581,2024-02-29,Mexicali,Mexicali-Nueva,Alimentos,Bebidas,Abastos del Pacífico,Vendedor_19,13,5449.71,20,4359.77,56677.01,Transferencia,No,3509.46,54.1
V03582,2024-07-03,Tijuana,Tijuana-Zona Río,Alimentos,Snacks,Abastos del Pacífico,Vendedor_29,19,5403.59,0,5403.59,102668.21,Transferencia,No,2723.89,31.5
V03583,2025-02-04,Rosarito,Rosarito-Principal,Ropa,Zapatos,Abastos del Pacífico,Vendedor_21,2,1787.42,15,1519.31,3038.62,Transferencia,No,995.69,46.7
V03584,2024-02-24,Ensenada,Ensenada-Maneadero,Electrónica,Televisores,Importaciones Mex,Vendedor_02,2,5206.41,15,4425.45,8850.9,Transferencia,No,3157.34,22.5
V03585,2024-10-29,Tijuana,Tijuana-Zona Río,Ferretería,Herramientas,Distribuidora BC,Vendedor_19,14,2844.3,15,2417.66,33847.24,Vale Despensa,Cambio de opinión,1812.39,46.0
V03586,2024-01-14,Mexicali,Mexicali-Baja,Ropa,Calcetines,Proveedor Norte SA,Vendedor_15,12,573.37,0,573.37,6880.44,Transferencia,No cumplió expectativas,271.23,19.7
V03587,2025-05-20,San Quintín,San Quintín-Central,Farmacia,Primeros Auxilios,Logística Frontera,Vendedor_20,14,4909.83,5,4664.34,65300.76,Efectivo,No,2500.34,48.5
V03588,2025-05-04,Tijuana,Tijuana-La Mesa,Hogar,Utensilios,Comercial Baja,Vendedor_11,4,4529.76,0,4529.76,18119.04,Tarjeta Crédito,No,2064.77,42.7
V03589,2024-04-17,San Quintín,San Quintín-Central,Alimentos,Carnes Frías,Comercial Baja,Vendedor_12,7,6614.54,15,5622.36,39356.52,Tarjeta Débito,No,4453.46,39.8
V03590,2024-03-01,Tijuana,Tijuana-Zona Río,Ropa,Calcetines,Abastos del Pacífico,Vendedor_16,19,334.44,5,317.72,6036.68,Tarjeta Crédito,Duplicado,196.92,32.7
V03591,2024-11-19,Ensenada,Ensenada-Maneadero,Hogar,Decoración,Logística Frontera,Vendedor_22,3,6834.73,15,5809.52,17428.56,Transferencia,Duplicado,3561.67,38.9
V03592,2024-02-15,Mexicali,Mexicali-Baja,Electrónica,Laptops,Importaciones Mex,Vendedor_16,18,1407.7,25,1055.78,19004.04,Vale Despensa,Defecto de fábrica,664.79,15.1
V03593,2024-06-04,Tijuana,Tijuana-Otay,Farmacia,Higiene,Logística Frontera,Vendedor_30,17,6427.52,0,6427.52,109267.84,Efectivo,Duplicado,4198.36,31.2
V03594,2025-02-14,Rosarito,Rosarito-Principal,Ferretería,Brochas,Distribuidora BC,Vendedor_19,4,2812.6,15,2390.71,9562.84,Efectivo,No,1616.32,30.8
V03595,2024-03-17,Ensenada,Ensenada-Maneadero,Ferretería,Herramientas,Mayoreo TJ,Vendedor_05,13,2281.54,10,2053.39,26694.07,Tarjeta Débito,No,1588.63,42.6
V03596,2024-06-22,Tecate,Tecate-Centro,Hogar,Lámparas,Proveedor Norte SA,Vendedor_24,2,198.3,10,178.47,356.94,Tarjeta Débito,No,115.17,27.1
V03597,2024-11-20,Tecate,Tecate-Centro,Farmacia,Bebés,Abastos del Pacífico,Vendedor_29,17,4698.56,0,4698.56,79875.52,Tarjeta Crédito,No,3140.45,40.0
V03598,2024-03-05,Mexicali,Mexicali-Centro,Farmacia,Termómetros,Proveedor Norte SA,Vendedor_06,7,7834.88,15,6659.65,46617.55,Tarjeta Débito,No,4585.55,37.3
V03599,2025-03-27,Tecate,Tecate-Centro,Farmacia,Primeros Auxilios,Abastos del Pacífico,Vendedor_25,8,2464.1,5,2340.89,18727.12,Efectivo,Duplicado,1491.08,48.8
V03600,2024-11-09,Rosarito,Rosarito-Principal,Hogar,Decoración,Abastos del Pacífico,Vendedor_25,20,1820.66,25,1365.5,27310.0,Tarjeta Débito,No,866.95,43.6
V03601,2024-06-18,San Quintín,San Quintín-Central,Ropa,Camisas,Surtimax,Vendedor_06,19,153.58,10,138.22,2626.18,Tarjeta Débito,No,80.45,44.0
V03602,2025-03-12,San Quintín,San Quintín-Central,Alimentos,Bebidas,Abastos del Pacífico,Vendedor_24,4,6326.47,0,6326.47,25305.88,Efectivo,No,4144.8,52.3
V03603,2025-04-01,Tecate,Tecate-Centro,Electrónica,Televisores,Mayoreo TJ,Vendedor_23,11,3055.85,20,2444.68,26891.48,Tarjeta Crédito,No,1474.02,29.8
V03604,2024-12-03,Tecate,Tecate-Centro,Ferretería,Tornillería,Proveedor Norte SA,Vendedor_21,18,6055.91,5,5753.11,103555.98,Tarjeta Crédito,Cambio de opinión,3818.1,40.0
V03605,2025-01-21,Tijuana,Tijuana-Otay,Ferretería,Selladores,Proveedor Norte SA,Vendedor_17,9,1589.43,5,1509.96,13589.64,Efectivo,No,1112.19,26.8
V03606,2024-08-18,Rosarito,Rosarito-Principal,Electrónica,Celulares,Importaciones Mex,Vendedor_28,11,4859.91,20,3887.93,42767.23,Efectivo,No cumplió expectativas,2605.58,52.4
V03607,2024-02-13,Tijuana,Tijuana-La Mesa,Electrónica,Cámaras,Comercial Baja,Vendedor_17,20,7141.63,0,7141.63,142832.6,Transferencia,Cambio de opinión,4898.82,18.0
V03608,2024-11-22,Tijuana,Tijuana-Zona Río,Farmacia,Cuidado Personal,Mayoreo TJ,Vendedor_20,9,7300.62,5,6935.59,62420.31,Vale Despensa,Talla incorrecta,3557.17,54.7
V03609,2025-05-23,San Quintín,San Quintín-Central,Alimentos,Panadería,Distribuidora BC,Vendedor_10,7,6040.9,5,5738.85,40171.95,Transferencia,No,3855.25,43.3
V03610,2024-05-16,Mexicali,Mexicali-Baja,Electrónica,Cámaras,Importaciones Mex,Vendedor_20,8,6432.03,10,5788.83,46310.64,Tarjeta Crédito,Defecto de fábrica,4222.74,17.4
V03611,2024-01-01,San Quintín,San Quintín-Central,Hogar,Almohadas,Surtimax,Vendedor_07,11,3605.54,15,3064.71,33711.81,Tarjeta Crédito,Defecto de fábrica,2058.91,51.3
V03612,2024-08-01,San Quintín,San Quintín-Central,Farmacia,Medicamentos,Abastos del Pacífico,Vendedor_03,15,5235.87,20,4188.7,62830.5,Tarjeta Crédito,Duplicado,2592.76,25.1
V03613,2024-11-19,Ensenada,Ensenada-Centro,Alimentos,Bebidas,Abastos del Pacífico,Vendedor_23,5,6656.25,5,6323.44,31617.2,Efectivo,No,4062.42,35.3
V03614,2024-12-16,San Quintín,San Quintín-Central,Farmacia,Primeros Auxilios,Comercial Baja,Vendedor_17,10,5238.03,20,4190.42,41904.2,Tarjeta Débito,Talla incorrecta,3267.73,42.2
V03615,2024-09-23,San Quintín,San Quintín-Central,Hogar,Cojines,Proveedor Norte SA,Vendedor_03,3,528.38,20,422.7,1268.1,Transferencia,No,326.23,45.6
V03616,2024-06-07,Rosarito,Rosarito-Principal,Alimentos,Snacks,Abastos del Pacífico,Vendedor_22,2,7190.33,0,7190.33,14380.66,Vale Despensa,No,4655.87,51.2
V03617,2024-09-12,San Quintín,San Quintín-Central,Ferretería,Selladores,Comercial Baja,Vendedor_16,17,6640.43,25,4980.32,84665.44,Transferencia,No,3623.06,25.4
V03618,2024-04-27,Mexicali,Mexicali-Centro,Alimentos,Condimentos,Comercial Baja,Vendedor_09,12,6107.16,10,5496.44,65957.28,Efectivo,Duplicado,3938.44,36.3
V03619,2024-08-16,Mexicali,Mexicali-Baja,Alimentos,Cereales,Comercial Baja,Vendedor_12,19,7714.69,0,7714.69,146579.11,Transferencia,No,3816.35,29.8
V03620,2024-09-09,Ensenada,Ensenada-Maneadero,Farmacia,Primeros Auxilios,Comercial Baja,Vendedor_12,19,160.31,10,144.28,2741.32,Vale Despensa,No,86.49,24.5
V03621,2024-09-25,San Quintín,San Quintín-Central,Farmacia,Higiene,Proveedor Norte SA,Vendedor_11,19,1490.56,0,1490.56,28320.64,Tarjeta Crédito,No,1000.7,34.8
V03622,2025-04-24,Tecate,Tecate-Centro,Ferretería,Plomería,Mayoreo TJ,Vendedor_27,3,4902.16,0,4902.16,14706.48,Transferencia,No,2282.49,49.3
V03623,2024-12-27,Rosarito,Rosarito-Principal,Farmacia,Higiene,Importaciones Mex,Vendedor_09,3,6935.89,25,5201.92,15605.76,Tarjeta Crédito,No,3510.79,20.3
V03624,2024-06-29,Rosarito,Rosarito-Principal,Farmacia,Cuidado Personal,Proveedor Norte SA,Vendedor_05,9,4415.46,10,3973.91,35765.19,Vale Despensa,Cambio de opinión,2977.12,45.8
V03625,2024-02-17,Rosarito,Rosarito-Principal,Alimentos,Cereales,Comercial Baja,Vendedor_13,20,4148.72,20,3318.98,66379.6,Tarjeta Débito,No,2788.33,48.6
V03626,2024-04-24,San Quintín,San Quintín-Central,Hogar,Cobijas,Comercial Baja,Vendedor_18,4,2493.37,25,1870.03,7480.12,Transferencia,No,1242.65,46.3
V03627,2024-03-07,Rosarito,Rosarito-Principal,Alimentos,Cereales,Importaciones Mex,Vendedor_13,6,1024.62,20,819.7,4918.2,Transferencia,No,677.46,24.4
V03628,2024-04-30,Rosarito,Rosarito-Principal,Ropa,Pantalones,Abastos del Pacífico,Vendedor_14,3,2369.52,5,2251.04,6753.12,Efectivo,No,1317.57,27.4
V03629,2024-03-18,San Quintín,San Quintín-Central,Ferretería,Selladores,Mayoreo TJ,Vendedor_06,6,3862.17,20,3089.74,18538.44,Tarjeta Crédito,No,2186.42,53.9
V03630,2024-02-13,San Quintín,San Quintín-Central,Ropa,Chamarras,Distribuidora BC,Vendedor_13,15,3977.58,20,3182.06,47730.9,Transferencia,No,1881.4,25.7
V03631,2024-07-15,San Quintín,San Quintín-Central,Hogar,Cobijas,Mayoreo TJ,Vendedor_20,6,2705.16,15,2299.39,13796.34,Vale Despensa,No,1254.63,54.9
V03632,2024-09-14,Rosarito,Rosarito-Principal,Alimentos,Bebidas,Logística Frontera,Vendedor_05,8,1820.5,25,1365.38,10923.04,Tarjeta Crédito,No,1036.93,49.9
V03633,2024-03-08,Tijuana,Tijuana-Garita,Alimentos,Conservas,Distribuidora BC,Vendedor_27,6,4167.26,0,4167.26,25003.56,Vale Despensa,No,2222.45,32.8
V03634,2024-07-21,Rosarito,Rosarito-Principal,Hogar,Muebles,Importaciones Mex,Vendedor_04,14,3506.54,25,2629.9,36818.6,Transferencia,Talla incorrecta,2368.44,26.9
V03635,2024-12-23,Mexicali,Mexicali-Nueva,Ropa,Zapatos,Proveedor Norte SA,Vendedor_28,6,3231.97,10,2908.77,17452.62,Tarjeta Débito,No,2230.87,24.8
V03636,2024-11-03,San Quintín,San Quintín-Central,Farmacia,Vitaminas,Comercial Baja,Vendedor_11,11,312.86,0,312.86,3441.46,Vale Despensa,No,146.18,38.2
V03637,2025-05-06,San Quintín,San Quintín-Central,Ferretería,Brochas,Surtimax,Vendedor_14,4,3796.25,5,3606.44,14425.76,Vale Despensa,Defecto de fábrica,2332.75,20.0
V03638,2024-12-03,Rosarito,Rosarito-Principal,Ropa,Camisas,Surtimax,Vendedor_13,7,582.44,10,524.2,3669.4,Tarjeta Débito,Cambio de opinión,376.49,50.0
V03639,2024-11-12,Rosarito,Rosarito-Principal,Hogar,Almohadas,Distribuidora BC,Vendedor_01,10,1920.42,10,1728.38,17283.8,Transferencia,No,1311.1,22.8
V03640,2024-01-24,Mexicali,Mexicali-Baja,Hogar,Cojines,Mayoreo TJ,Vendedor_28,13,4538.07,0,4538.07,58994.91,Vale Despensa,Cambio de opinión,2376.28,39.6
V03641,2024-12-15,Mexicali,Mexicali-Centro,Electrónica,Celulares,Abastos del Pacífico,Vendedor_20,7,2167.53,10,1950.78,13655.46,Transferencia,Defecto de fábrica,1268.82,21.8
V03642,2024-05-21,Rosarito,Rosarito-Principal,Ferretería,Brochas,Importaciones Mex,Vendedor_17,4,1118.4,0,1118.4,4473.6,Tarjeta Débito,Defecto de fábrica,705.51,39.6
V03643,2024-12-23,Mexicali,Mexicali-Nueva,Ferretería,Herramientas,Comercial Baja,Vendedor_14,12,883.59,0,883.59,10603.08,Efectivo,Cambio de opinión,493.61,54.5
V03644,2024-02-01,Tijuana,Tijuana-La Mesa,Ferretería,Herramientas,Surtimax,Vendedor_22,10,7602.66,0,7602.66,76026.6,Tarjeta Crédito,Defecto de fábrica,5075.1,35.8
V03645,2024-01-01,Tijuana,Tijuana-Otay,Electrónica,Audífonos,Comercial Baja,Vendedor_09,14,1729.23,5,1642.77,22998.78,Tarjeta Débito,No,858.46,44.4
V03646,2024-03-24,Tijuana,Tijuana-Garita,Alimentos,Panadería,Distribuidora BC,Vendedor_20,19,4615.82,0,4615.82,87700.58,Transferencia,No,3049.27,54.7
V03647,2025-05-16,Rosarito,Rosarito-Principal,Ferretería,Pinturas,Surtimax,Vendedor_23,3,1917.8,10,1726.02,5178.06,Vale Despensa,No,924.78,51.4
V03648,2024-01-28,Ensenada,Ensenada-Maneadero,Ferretería,Plomería,Abastos del Pacífico,Vendedor_27,19,6300.1,0,6300.1,119701.9,Vale Despensa,Talla incorrecta,2856.45,45.3
V03649,2024-08-03,Ensenada,Ensenada-Centro,Farmacia,Anteojos,Logística Frontera,Vendedor_12,10,193.45,20,154.76,1547.6,Tarjeta Débito,No,118.74,50.8
V03650,2024-04-29,Tecate,Tecate-Centro,Ropa,Camisas,Importaciones Mex,Vendedor_11,2,73.71,20,58.97,117.94,Tarjeta Débito,No,47.99,54.4
V03651,2024-06-25,Tijuana,Tijuana-Playas,Ropa,Vestidos,Proveedor Norte SA,Vendedor_28,14,6365.38,15,5410.57,75747.98,Tarjeta Crédito,Cambio de opinión,4446.75,34.8
V03652,2024-08-03,Ensenada,Ensenada-Maneadero,Alimentos,Conservas,Logística Frontera,Vendedor_02,13,2615.49,0,2615.49,34001.37,Tarjeta Crédito,No cumplió expectativas,1760.39,40.5
V03653,2024-07-22,Tecate,Tecate-Centro,Electrónica,Laptops,Distribuidora BC,Vendedor_21,12,7297.7,5,6932.81,83193.72,Efectivo,No,3711.69,40.8
V03654,2025-03-27,Rosarito,Rosarito-Principal,Farmacia,Anteojos,Surtimax,Vendedor_05,16,6523.87,20,5219.1,83505.6,Efectivo,Defecto de fábrica,4537.82,51.6
V03655,2024-09-23,Ensenada,Ensenada-Maneadero,Ferretería,Herramientas,Proveedor Norte SA,Vendedor_02,20,2126.23,5,2019.92,40398.4,Vale Despensa,No cumplió expectativas,1316.61,36.2
V03656,2024-02-16,Mexicali,Mexicali-Baja,Ferretería,Adhesivos,Comercial Baja,Vendedor_01,20,3898.35,5,3703.43,74068.6,Tarjeta Débito,Duplicado,2194.96,23.2
V03657,2024-11-09,Tijuana,Tijuana-Otay,Electrónica,Cargadores,Surtimax,Vendedor_07,19,7738.94,20,6191.15,117631.85,Efectivo,No,4366.53,35.8
V03658,2024-10-07,Rosarito,Rosarito-Principal,Ropa,Chamarras,Surtimax,Vendedor_02,4,7801.68,15,6631.43,26525.72,Efectivo,Defecto de fábrica,4590.42,24.7
V03659,2024-10-09,San Quintín,San Quintín-Central,Electrónica,Cámaras,Surtimax,Vendedor_10,2,7035.2,0,7035.2,14070.4,Efectivo,No,4438.74,45.8
V03660,2024-10-18,San Quintín,San Quintín-Central,Farmacia,Cuidado Personal,Mayoreo TJ,Vendedor_11,1,5340.26,0,5340.26,5340.26,Tarjeta Crédito,No,3583.43,43.0
V03661,2024-04-13,Tecate,Tecate-Centro,Alimentos,Conservas,Comercial Baja,Vendedor_02,9,3479.34,10,3131.41,28182.69,Efectivo,No cumplió expectativas,2358.48,17.3
V03662,2025-05-23,Mexicali,Mexicali-Nueva,Ropa,Pantalones,Distribuidora BC,Vendedor_04,4,2699.95,10,2429.95,9719.8,Efectivo,No,1812.22,27.3
V03663,2025-02-25,Mexicali,Mexicali-Centro,Alimentos,Snacks,Mayoreo TJ,Vendedor_04,5,4811.35,15,4089.65,20448.25,Transferencia,Talla incorrecta,3148.79,31.5
